codgeo,libgeo,zonage_rur
51372,Moncetz-Longevas,tr5
51373,Moncetz-l'Abbaye,tr1
51374,Mondement-Montgivroux,tr1
51375,Montbré,tr4
51376,Montgenost,tr1
51377,Montépreux,tr3
51378,Monthelon,tr4
51379,Montigny-sur-Vesle,tr4
51380,Montmirail,tr2
51381,Montmort-Lucy,tr3
51382,Mont-sur-Courville,tr4
51384,Morangis,tr4
51386,Morsains,tr1
51387,Moslins,tr4
51388,Mourmelon-le-Grand,tr2
51389,Mourmelon-le-Petit,tr3
51390,Moussy,tr5
51391,Muizon,tr4
51392,Mutigny,tr4
51393,Nanteuil-la-Forêt,tr4
51395,Nesle-la-Reposte,tr1
51396,Nesle-le-Repons,tr1
51397,La Neuville-aux-Bois,tr1
51398,La Neuville-aux-Larris,tr3
51399,La Neuville-au-Pont,tr2
51402,Neuvy,tr3
51403,Nogent-l'Abbesse,tr4
51404,Noirlieu,tr1
51406,Norrois,tr1
51407,La Noue,tr2
51409,Nuisement-sur-Coole,tr4
51410,Œuilly,tr3
51412,Ognes,tr1
51413,Oiry,tr4
51414,Olizy,tr3
51415,Omey,tr3
51416,Orbais-l'Abbaye,tr2
51417,Orconte,tr2
51418,Ormes,tr5
51419,Outines,tr3
51420,Outrepont,tr1
51421,Oyes,tr1
51422,Pargny-lès-Reims,tr4
51423,Pargny-sur-Saulx,tr2
51424,Passavant-en-Argonne,tr1
51425,Passy-Grigny,tr2
51426,Péas,tr1
51428,Les Petites-Loges,tr4
51429,Pévy,tr4
51430,Pierre-Morains,tr1
51431,Pierry,tr5
51432,Pleurs,tr2
51433,Plichancourt,tr1
51434,Plivot,tr4
51435,Pocancy,tr3
51436,Pogny,tr4
51437,Poilly,tr4
51438,Poix,tr3
51439,Pomacle,tr4
51440,Pontfaverger-Moronvilliers,tr4
51441,Ponthion,tr1
51442,Possesse,tr3
51443,Potangis,tr1
51444,Pouillon,tr4
51445,Pourcy,tr4
51446,Pringy,tr2
51447,Prosnes,tr4
51448,Prouilly,tr4
51449,Prunay,tr4
51450,Puisieulx,tr4
51451,Queudes,tr1
51452,Rapsécourt,tr1
51453,Recy,tr4
51454,Reims,tr6
51455,Reims-la-Brûlée,tr1
51456,Remicourt,tr2
51457,Reuil,tr1
51458,Reuves,tr1
51459,Réveillon,tr3
51460,Rieux,tr1
51461,Rilly-la-Montagne,tr4
51463,Les Rivières-Henruel,tr1
51464,Romain,tr4
51465,Romery,tr1
51466,Romigny,tr4
51468,Rosnay,tr4
51469,Rouffy,tr1
51470,Rouvroy-Ripont,tr1
51471,Sacy,tr4
51472,Saint-Amand-sur-Fion,tr2
51473,Saint-Bon,tr1
51474,Saint-Brice-Courcelles,tr6
51475,Saint-Chéron,tr1
51476,Saint-Étienne-au-Temple,tr4
51477,Saint-Étienne-sur-Suippe,tr4
51478,Saint-Eulien,tr4
51479,Saint-Euphraise-et-Clairizet,tr4
51480,Sainte-Gemme,tr3
51482,Saint-Germain-la-Ville,tr4
51483,Saint-Gibrien,tr4
51484,Saint-Gilles,tr4
51485,Saint-Hilaire-au-Temple,tr4
51486,Saint-Hilaire-le-Grand,tr3
51487,Saint-Hilaire-le-Petit,tr4
51488,Saint-Imoges,tr4
51489,Saint-Jean-devant-Possesse,tr3
51490,Saint-Jean-sur-Moivre,tr4
51491,Saint-Jean-sur-Tourbe,tr3
51492,Saint-Just-Sauvage,tr2
51493,Saint-Léonard,tr4
51495,Saint-Loup,tr1
51496,Saint-Lumier-en-Champagne,tr1
51497,Saint-Lumier-la-Populeuse,tr3
51498,Saint-Mard-sur-Auve,tr4
51499,Saint-Mard-lès-Rouffy,tr3
51500,Saint-Mard-sur-le-Mont,tr3
51501,Sainte-Marie-à-Py,tr1
51502,Saint-Martin-aux-Champs,tr4
51503,Saint-Martin-l'Heureux,tr4
51504,Saint-Martin-sur-le-Pré,tr5
51505,Saint-Masmes,tr4
51506,Saint-Memmie,tr5
51507,Sainte-Menehould,tr2
51508,Saint-Ouen-Domprot,tr1
51509,Saint-Pierre,tr4
51510,Saint-Quentin-les-Marais,tr1
51511,Saint-Quentin-le-Verger,tr1
51512,Saint-Quentin-sur-Coole,tr4
51513,Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson,tr2
51514,Saint-Remy-sous-Broyes,tr1
51515,Saint-Remy-sur-Bussy,tr3
51516,Saint-Saturnin,tr1
51517,Saint-Souplet-sur-Py,tr1
51518,Saint-Thierry,tr4
51519,Saint-Thomas-en-Argonne,tr1
51520,Saint-Utin,tr1
51521,Saint-Vrain,tr1
51522,Sapignicourt,tr4
51523,Sarcy,tr4
51524,Saron-sur-Aube,tr1
51525,Sarry,tr5
51526,Saudoy,tr2
51527,Savigny-sur-Ardres,tr4
51528,Scrupt,tr1
51529,Selles,tr4
51530,Sept-Saulx,tr4
51531,Sermaize-les-Bains,tr2
51532,Sermiers,tr4
51533,Servon-Melzicourt,tr1
51534,Serzy-et-Prin,tr4
51535,Sézanne,tr2
51536,Sillery,tr4
51537,Sivry-Ante,tr1
51538,Sogny-aux-Moulins,tr4
51539,Sogny-en-l'Angle,tr1
51542,Soizy-aux-Bois,tr1
51543,Somme-Bionne,tr3
51544,Sommepy-Tahure,tr2
51545,Sommesous,tr3
51546,Somme-Suippe,tr3
51547,Somme-Tourbe,tr3
51548,Somme-Vesle,tr4
51549,Somme-Yèvre,tr3
51550,Sompuis,tr1
51551,Somsois,tr1
51552,Songy,tr1
51553,Souain-Perthes-lès-Hurlus,tr3
51555,Soudé,tr3
51556,Soudron,tr4
51557,Soulanges,tr2
51558,Soulières,tr1
51559,Suippes,tr2
51560,Suizy-le-Franc,tr2
51562,Taissy,tr4
51563,Talus-Saint-Prix,tr1
51564,Val de Livre,tr3
51565,Thaas,tr1
51566,Thibie,tr4
51567,Thiéblemont-Farémont,tr2
51568,Thil,tr4
51569,Thillois,tr5
51570,Le Thoult-Trosnay,tr1
51571,Val-de-Vesle,tr4
51572,Tilloy-et-Bellay,tr4
51573,Tinqueux,tr6
51574,Togny-aux-Bœufs,tr4
51576,Tours-sur-Marne,tr3
51577,Tramery,tr4
51578,Trécon,tr1
51579,Tréfols,tr1
51580,Trépail,tr3
51581,Treslon,tr4
51582,Trigny,tr4
51583,Trois-Fontaines-l'Abbaye,tr4
51584,Trois-Puits,tr4
51585,Troissy,tr2
51586,Unchair,tr4
51587,Vadenay,tr4
51588,Valmy,tr3
51589,Vanault-le-Châtel,tr1
51590,Vanault-les-Dames,tr2
51591,Vandeuil,tr4
51592,Vandières,tr1
51594,Vassimont-et-Chapelaine,tr1
51595,Vatry,tr3
51596,Vauchamps,tr1
51597,Vauciennes,tr4
51598,Vauclerc,tr2
51599,Vaudemange,tr3
51600,Vaudesincourt,tr3
51601,Vavray-le-Grand,tr1
51602,Vavray-le-Petit,tr1
51603,Vélye,tr3
51604,Ventelay,tr4
51605,Venteuil,tr3
51607,Verdon,tr1
51608,Vernancourt,tr1
51609,Verneuil,tr2
51610,Verrières,tr2
51611,Vert-Toulon,tr1
51612,Blancs-Coteaux,tr2
51613,Verzenay,tr4
51614,Verzy,tr4
51616,Vésigneul-sur-Marne,tr4
51617,La Veuve,tr4
51618,Le Vézier,tr1
51619,Le Vieil-Dampierre,tr1
51620,Vienne-la-Ville,tr1
51621,Vienne-le-Château,tr2
51622,Ville-Dommange,tr4
51623,Ville-en-Selve,tr4
51624,Ville-en-Tardenois,tr4
51625,Villeneuve-la-Lionne,tr3
51626,La Villeneuve-lès-Charleville,tr1
51627,Villeneuve-Renneville-Chevigny,tr2
51628,Villeneuve-Saint-Vistre-et-Villevotte,tr1
51629,Villers-Allerand,tr4
51630,Villers-aux-Bois,tr3
51631,Villers-aux-Nœuds,tr4
51632,Villers-en-Argonne,tr1
51633,Villers-Franqueux,tr4
51634,Villers-le-Château,tr4
51635,Villers-le-Sec,tr1
51636,Villers-Marmery,tr3
51637,Villers-sous-Châtillon,tr2
51638,Villeseneux,tr3
51639,La Ville-sous-Orbais,tr1
51640,Ville-sur-Tourbe,tr1
51641,Villevenard,tr1
51642,Villiers-aux-Corneilles,tr1
51643,Vinay,tr4
51644,Vincelles,tr2
51645,Vindey,tr1
51646,Virginy,tr1
51647,Vitry-en-Perthois,tr2
51648,Vitry-la-Ville,tr4
51649,Vitry-le-François,tr5
51650,Voilemont,tr1
51652,Vouarces,tr1
51654,Vouillers,tr4
51655,Vouzy,tr1
51656,Vraux,tr4
51657,Vrigny,tr4
51658,Vroil,tr1
51659,Wargemoulin-Hurlus,tr1
51660,Warmeriville,tr5
51662,Witry-lès-Reims,tr4
51663,Magenta,tr5
52001,Ageville,tr4
52002,Aigremont,tr1
52003,Aillianville,tr1
52004,Aingoulaincourt,tr1
52005,Aizanville,tr4
52006,Allichamps,tr4
52007,Ambonville,tr4
52008,Andelot-Blancheville,tr4
52009,Andilly-en-Bassigny,tr1
52011,Annéville-la-Prairie,tr4
52012,Annonville,tr1
52013,Anrosey,tr1
52014,Aprey,tr1
52015,Arbigny-sous-Varennes,tr1
52016,Arbot,tr1
52017,Arc-en-Barrois,tr3
52019,Arnancourt,tr1
52021,Attancourt,tr4
52022,Aubepierre-sur-Aube,tr3
52023,Auberive,tr1
52025,Audeloncourt,tr1
52027,Aujeurres,tr1
52028,Aulnoy-sur-Aube,tr1
52029,Autigny-le-Grand,tr2
52030,Autigny-le-Petit,tr2
52031,Autreville-sur-la-Renne,tr4
52033,Avrecourt,tr1
52034,Bailly-aux-Forges,tr3
52035,Baissey,tr1
52037,Bannes,tr2
52038,Bassoncourt,tr1
52039,Baudrecourt,tr1
52040,Bay-sur-Aube,tr1
52042,Beauchemin,tr1
52043,Belmont,tr1
52044,Roches-Bettaincourt,tr3
52045,Bettancourt-la-Ferrée,tr5
52047,Beurville,tr1
52050,Biesles,tr4
52051,Bize,tr1
52053,Blaisy,tr4
52055,Blécourt,tr1
52056,Blessonville,tr4
52057,Blumeray,tr1
52058,Bologne,tr4
52059,Bonnecourt,tr1
52060,Bourbonne-les-Bains,tr2
52061,Bourdons-sur-Rognon,tr4
52062,Bourg,tr1
52063,Bourg-Sainte-Marie,tr1
52064,Bourmont-entre-Meuse-et-Mouzon,tr2
52065,Bouzancourt,tr1
52066,Brachay,tr1
52067,Brainville-sur-Meuse,tr1
52069,Braux-le-Châtel,tr4
52070,Brennes,tr1
52072,Brethenay,tr4
52074,Breuvannes-en-Bassigny,tr2
52075,Briaucourt,tr4
52076,Bricon,tr4
52079,Brousseval,tr3
52082,Bugnières,tr3
52083,Champsevraine,tr2
52084,Busson,tr3
52085,Buxières-lès-Clefmont,tr4
52087,Buxières-lès-Villiers,tr4
52088,Ceffonds,tr2
52089,Celles-en-Bassigny,tr1
52090,Celsoy,tr1
52091,Cerisières,tr3
52092,Chalancey,tr1
52093,Chalindrey,tr2
52094,Vals-des-Tilles,tr1
52095,Chalvraines,tr1
52097,Chambroncourt,tr1
52099,Chamouilley,tr4
52101,Champigneulles-en-Bassigny,tr1
52102,Champigny-lès-Langres,tr2
52103,Champigny-sous-Varennes,tr1
52104,Chancenay,tr5
52105,Changey,tr2
52106,Chanoy,tr1
52107,Chantraines,tr4
52108,Charmes,tr2
52109,Charmes-en-l'Angle,tr1
52110,Charmes-la-Grande,tr1
52113,Chassigny,tr1
52114,Châteauvillain,tr3
52115,Chatenay-Mâcheron,tr1
52116,Chatenay-Vaudin,tr1
52118,Chatonrupt-Sommermont,tr3
52119,Chaudenay,tr2
52120,Chauffourt,tr1
52121,Chaumont,tr5
52122,Chaumont-la-Ville,tr1
52123,Chevillon,tr4
52124,Chézeaux,tr1
52125,Chamarandes-Choignes,tr5
52126,Choilley-Dardenay,tr1
52127,Choiseul,tr1
52128,Cirey-lès-Mareilles,tr4
52129,Cirey-sur-Blaise,tr1
52130,Cirfontaines-en-Azois,tr4
52131,Cirfontaines-en-Ornois,tr1
52132,Clefmont,tr1
52133,Clinchamp,tr3
52134,Cohons,tr1
52135,Coiffy-le-Bas,tr1
52136,Coiffy-le-Haut,tr1
52137,Colmier-le-Bas,tr1
52138,Colmier-le-Haut,tr1
52140,Colombey les Deux Églises,tr1
52141,Condes,tr4
52142,Consigny,tr3
52145,Coublanc,tr1
52146,Coupray,tr4
52147,Courcelles-en-Montagne,tr1
52149,Courcelles-sur-Blaise,tr1
52151,Cour-l'Évêque,tr3
52155,Culmont,tr2
52156,Curel,tr2
52157,Curmont,tr1
52158,Cusey,tr3
52159,Cuves,tr3
52160,Daillancourt,tr1
52161,Daillecourt,tr1
52162,Dammartin-sur-Meuse,tr1
52163,Dampierre,tr2
52164,Damrémont,tr1
52165,Dancevoir,tr3
52167,Darmannes,tr4
52168,Dinteville,tr1
52169,Domblain,tr3
52170,Dommarien,tr1
52171,Dommartin-le-Franc,tr2
52172,Dommartin-le-Saint-Père,tr1
52173,Domremy-Landéville,tr1
52174,Doncourt-sur-Meuse,tr1
52175,Donjeux,tr2
52177,Doulaincourt-Saucourt,tr2
52178,Doulevant-le-Château,tr2
52179,Doulevant-le-Petit,tr3
52181,Échenay,tr1
52182,Éclaron-Braucourt-Sainte-Livière,tr4
52183,Ecot-la-Combe,tr1
52184,Effincourt,tr1
52185,Enfonvelle,tr1
52187,Épizon,tr1
52189,Le Val-d'Esnoms,tr1
52190,Esnouveaux,tr4
52193,Euffigneix,tr4
52194,Eurville-Bienville,tr4
52195,Farincourt,tr1
52196,Faverolles,tr3
52197,Fayl-Billot,tr2
52198,Fays,tr3
52199,Ferrière-et-Lafolie,tr1
52200,Flagey,tr1
52201,Flammerécourt,tr3
52203,Fontaines-sur-Marne,tr4
52204,Forcey,tr3
52205,Foulain,tr4
52206,Frampas,tr3
52207,Frécourt,tr1
52208,Fresnes-sur-Apance,tr1
52211,Froncles,tr3
52212,Fronville,tr2
52213,Genevrières,tr1
52214,La Genevroye,tr4
52216,Germaines,tr1
52217,Germainvilliers,tr1
52218,Germay,tr1
52219,Germisay,tr1
52220,Giey-sur-Aujon,tr3
52221,Gillancourt,tr4
52222,Gillaumé,tr1
52223,Gilley,tr1
52227,Graffigny-Chemin,tr1
52228,Grandchamp,tr1
52229,Grenant,tr1
52230,Gudmont-Villiers,tr3
52231,Guindrecourt-aux-Ormes,tr1
52232,Guindrecourt-sur-Blaise,tr1
52233,Guyonvelle,tr1
52234,Hâcourt,tr1
52235,Hallignicourt,tr4
52237,Harréville-les-Chanteurs,tr1
52240,Heuilley-le-Grand,tr1
52242,Haute-Amance,tr2
52243,Huilliécourt,tr1
52244,Humbécourt,tr4
52245,Humberville,tr3
52246,Humes-Jorquenay,tr2
52247,Illoud,tr1
52248,Is-en-Bassigny,tr2
52249,Isômes,tr1
52250,Joinville,tr2
52251,Jonchery,tr4
52253,Juzennecourt,tr4
52254,Lachapelle-en-Blaisy,tr4
52256,Lafauche,tr1
52257,Laferté-sur-Amance,tr1
52258,Laferté-sur-Aube,tr2
52260,Lamancine,tr4
52264,Laneuvelle,tr1
52265,Bayard-sur-Marne,tr4
52266,Laneuville-à-Rémy,tr3
52267,Laneuville-au-Pont,tr4
52269,Langres,tr5
52271,Lanques-sur-Rognon,tr3
52272,Lanty-sur-Aube,tr1
52273,Larivière-Arnoncourt,tr1
52274,Latrecey-Ormoy-sur-Aube,tr3
52275,Lavernoy,tr1
52276,Laville-aux-Bois,tr4
52277,Lavilleneuve,tr1
52278,Lavilleneuve-au-Roi,tr4
52280,Lecey,tr1
52282,Leffonds,tr3
52284,Leschères-sur-le-Blaiseron,tr1
52285,Leuchey,tr1
52286,Leurville,tr1
52287,Levécourt,tr1
52288,Lezéville,tr1
52289,Liffol-le-Petit,tr1
52290,Les Loges,tr1
52291,Longchamp,tr3
52292,Longeau-Percey,tr2
52294,Louvemont,tr4
52295,Louvières,tr3
52297,Luzy-sur-Marne,tr4
52298,Maâtz,tr1
52300,Magneux,tr3
52301,Maisoncelles,tr1
52302,Maizières,tr4
52303,Maizières-sur-Amance,tr1
52304,Malaincourt-sur-Meuse,tr1
52305,Mandres-la-Côte,tr4
52306,Manois,tr3
52307,Marac,tr3
52308,Maranville,tr2
52310,Marbéville,tr1
52311,Marcilly-en-Bassigny,tr1
52312,Mardor,tr1
52313,Mareilles,tr4
52315,Marnay-sur-Marne,tr4
52316,Mathons,tr1
52318,Melay,tr1
52319,Mennouveaux,tr3
52320,Merrey,tr1
52321,Mertrud,tr1
52322,Meures,tr4
52325,Millières,tr3
52326,Mirbel,tr3
52327,Moëslains,tr4
52328,Montcharvot,tr1
52330,Montheries,tr3
52331,La Porte du Der,tr3
52332,Val-de-Meuse,tr2
52335,Montot-sur-Rognon,tr4
52336,Montreuil-sur-Blaise,tr3
52337,Montreuil-sur-Thonnance,tr1
52341,Morancourt,tr3
52342,Morionvilliers,tr1
52344,Mouilleron,tr1
52346,Mussey-sur-Marne,tr2
52347,Narcy,tr3
52348,Neuilly-l'Évêque,tr2
52349,Neuilly-sur-Suize,tr4
52350,Neuvelle-lès-Voisey,tr1
52352,Ninville,tr3
52353,Nogent,tr3
52354,Noidant-Chatenoy,tr1
52355,Noidant-le-Rocheux,tr1
52356,Nomécourt,tr1
52357,Noncourt-sur-le-Rongeant,tr1
52358,Noyers,tr1
52359,Nully,tr1
52360,Occey,tr1
52362,Orbigny-au-Mont,tr1
52363,Orbigny-au-Val,tr1
52364,Orcevaux,tr1
52365,Orges,tr4
52366,Ormancey,tr3
52367,Ormoy-lès-Sexfontaines,tr4
52369,Orquevaux,tr3
52370,Osne-le-Val,tr3
52371,Oudincourt,tr4
52372,Outremécourt,tr1
52373,Ozières,tr1
52374,Le Pailly,tr1
52375,Palaiseul,tr1
52376,Pansey,tr1
52377,Parnoy-en-Bassigny,tr1
52378,Paroy-sur-Saulx,tr1
52380,Peigney,tr2
52383,Perrancey-les-Vieux-Moulins,tr1
52384,Perrogney-les-Fontaines,tr1
52385,Perrusse,tr1
52386,Perthes,tr4
52388,Pierremont-sur-Amance,tr1
52390,Pisseloup,tr1
52391,Planrupt,tr4
52392,Plesnoy,tr1
52393,Poinsenot,tr1
52394,Poinson-lès-Fayl,tr1
52395,Poinson-lès-Grancey,tr1
52396,Poinson-lès-Nogent,tr3
52397,Poiseul,tr1
52398,Poissons,tr2
52399,Pont-la-Ville,tr4
52400,Le Châtelet-sur-Meuse,tr1
52401,Poulangy,tr4
52403,Praslay,tr1
52405,Le Montsaugeonnais,tr2
52406,Pressigny,tr1
52407,Prez-sous-Lafauche,tr1
52411,Rives Dervoises,tr2
52413,Rachecourt-Suzémont,tr3
52414,Rachecourt-sur-Marne,tr3
52415,Rançonnières,tr1
52416,Rangecourt,tr1
52419,Rennepont,tr3
52420,Reynel,tr3
52421,Riaucourt,tr4
52422,Richebourg,tr4
52423,Rimaucourt,tr3
52424,Rivières-le-Bois,tr1
52425,Rivière-les-Fosses,tr3
52426,Rizaucourt-Buchey,tr1
52428,Rochefort-sur-la-Côte,tr4
52429,Roches-sur-Marne,tr4
52431,Rochetaillée,tr3
52432,Rolampont,tr2
52433,Romain-sur-Meuse,tr1
52436,Rouécourt,tr1
52437,Rouelles,tr1
52438,Rougeux,tr1
52439,Rouvres-sur-Aube,tr3
52440,Rouvroy-sur-Marne,tr2
52442,Rupt,tr2
52443,Sailly,tr1
52444,Saint-Blin,tr2
52445,Saint-Broingt-le-Bois,tr1
52446,Saint-Broingt-les-Fosses,tr1
52447,Saint-Ciergues,tr1
52448,Saint-Dizier,tr5
52449,Saints-Geosmes,tr2
52450,Saint-Loup-sur-Aujon,tr3
52452,Saint-Martin-lès-Langres,tr1
52453,Saint-Maurice,tr1
52455,Saint-Thiébault,tr2
52456,Saint-Urbain-Maconcourt,tr2
52457,Saint-Vallier-sur-Marne,tr1
52459,Sarcey,tr4
52461,Sarrey,tr2
52463,Saudron,tr1
52464,Saulles,tr1
52465,Saulxures,tr1
52467,Savigny,tr1
52468,Semilly,tr1
52469,Semoutiers-Montsaon,tr3
52470,Serqueux,tr2
52472,Sexfontaines,tr4
52473,Signéville,tr4
52474,Silvarouvres,tr1
52475,Sommancourt,tr3
52476,Sommerécourt,tr1
52479,Sommevoire,tr2
52480,Soncourt-sur-Marne,tr4
52482,Soulaucourt-sur-Mouzon,tr1
52483,Soyers,tr1
52484,Suzannecourt,tr2
52486,Ternat,tr3
52487,Thilleux,tr3
52488,Thivet,tr3
52489,Thol-lès-Millières,tr1
52490,Thonnance-lès-Joinville,tr2
52491,Thonnance-les-Moulins,tr1
52492,Torcenay,tr2
52493,Tornay,tr1
52494,Treix,tr4
52495,Trémilly,tr1
52497,Troisfontaines-la-Ville,tr4
52499,Vaillant,tr1
52500,Valcourt,tr4
52502,Valleret,tr3
52503,Valleroy,tr1
52504,Varennes-sur-Amance,tr1
52505,Vaudrecourt,tr1
52506,Vaudrémont,tr3
52507,Vauxbons,tr1
52510,Vaux-sur-Blaise,tr3
52511,Vaux-sur-Saint-Urbain,tr1
52512,Vecqueville,tr2
52513,Velles,tr1
52514,Verbiesles,tr4
52515,Verseilles-le-Bas,tr1
52516,Verseilles-le-Haut,tr1
52517,Vesaignes-sous-Lafauche,tr1
52518,Vesaignes-sur-Marne,tr4
52519,Vesvres-sous-Chalancey,tr1
52520,Vicq,tr1
52522,Viéville,tr4
52523,Vignes-la-Côte,tr3
52524,Vignory,tr4
52525,Villars-en-Azois,tr1
52526,Villars-Santenoge,tr1
52528,Ville-en-Blaisois,tr3
52529,Villegusien-le-Lac,tr1
52534,Villiers-en-Lieu,tr4
52535,Villiers-le-Sec,tr4
52536,Villiers-lès-Aprey,tr1
52538,Villiers-sur-Suize,tr4
52539,Violot,tr1
52540,Vitry-en-Montagne,tr1
52541,Vitry-lès-Nogent,tr1
52542,Vivey,tr1
52543,Voillecomte,tr3
52544,Voisey,tr1
52545,Voisines,tr1
52546,Voncourt,tr1
52547,Vouécourt,tr4
52548,Vraincourt,tr4
52549,Vroncourt-la-Côte,tr1
52550,Wassy,tr3
53001,Ahuillé,tr4
53002,Alexain,tr2
53003,Ambrières-les-Vallées,tr2
53005,Andouillé,tr4
53007,Argentré,tr4
53008,Aron,tr2
53009,Arquenay,tr3
53010,Assé-le-Bérenger,tr1
53011,Astillé,tr4
53012,Athée,tr2
53013,Averton,tr2
53015,La Baconnière,tr4
53016,Bais,tr2
53017,Val-du-Maine,tr2
53018,Ballots,tr2
53019,Bannes,tr1
53021,La Bazoge-Montpinçon,tr2
53022,La Bazouge-de-Chemeré,tr3
53023,La Bazouge-des-Alleux,tr4
53025,Bazougers,tr4
53026,Beaulieu-sur-Oudon,tr3
53027,Beaumont-Pied-de-Bœuf,tr1
53028,Belgeard,tr2
53029,Bierné-les-Villages,tr2
53030,Le Bignon-du-Maine,tr3
53031,La Bigottière,tr3
53033,La Boissière,tr1
53034,Bonchamp-lès-Laval,tr5
53035,Bouchamps-lès-Craon,tr2
53036,Bouère,tr2
53037,Bouessay,tr2
53038,Boulay-les-Ifs,tr3
53039,Le Bourgneuf-la-Forêt,tr3
53040,Bourgon,tr3
53041,Brains-sur-les-Marches,tr1
53042,Brecé,tr2
53043,Brée,tr2
53045,La Brûlatte,tr4
53046,Le Buret,tr1
53047,Carelles,tr1
53048,Chailland,tr3
53049,Châlons-du-Maine,tr4
53051,Champéon,tr2
53052,Champfrémont,tr4
53053,Champgenéteux,tr1
53054,Changé,tr5
53055,Chantrigné,tr2
53056,La Chapelle-Anthenaise,tr4
53057,La Chapelle-au-Riboul,tr2
53058,La Chapelle-Craonnaise,tr3
53059,La Chapelle-Rainsouin,tr3
53061,Charchigné,tr2
53062,Château-Gontier-sur-Mayenne,tr5
53063,Châtelain,tr2
53064,Châtillon-sur-Colmont,tr2
53066,Chemazé,tr2
53067,Chémeré-le-Roi,tr2
53068,Chérancé,tr1
53069,Chevaigné-du-Maine,tr1
53071,Colombiers-du-Plessis,tr2
53072,Commer,tr2
53073,Congrier,tr2
53074,Contest,tr2
53075,Cosmes,tr3
53076,Cossé-en-Champagne,tr1
53077,Cossé-le-Vivien,tr3
53078,Coudray,tr2
53079,Couesmes-Vaucé,tr1
53080,Couptrain,tr1
53082,Courbeveille,tr4
53083,Courcité,tr2
53084,Craon,tr2
53085,Crennes-sur-Fraubée,tr1
53086,La Croixille,tr2
53087,La Cropte,tr3
53088,Cuillé,tr2
53089,Daon,tr2
53090,Denazé,tr1
53091,Désertines,tr1
53093,La Dorée,tr2
53094,Entrammes,tr4
53096,Ernée,tr2
53097,Évron,tr5
53098,Fontaine-Couverte,tr1
53099,Forcé,tr4
53100,Fougerolles-du-Plessis,tr2
53101,Fromentières,tr2
53102,Gastines,tr2
53103,Le Genest-Saint-Isle,tr4
53104,Gennes-Longuefuye,tr2
53105,Gesnes,tr3
53106,Gesvres,tr3
53107,Gorron,tr2
53108,La Gravelle,tr3
53109,Grazay,tr2
53110,Grez-en-Bouère,tr2
53111,La Haie-Traversaine,tr2
53112,Le Ham,tr1
53113,Hambers,tr2
53114,Hardanges,tr1
53115,Hercé,tr2
53116,Le Horps,tr2
53117,Houssay,tr4
53118,Le Housseau-Brétignolles,tr1
53119,L'Huisserie,tr4
53120,Izé,tr1
53121,Javron-les-Chapelles,tr2
53122,Jublains,tr2
53123,Juvigné,tr1
53124,Prée-d'Anjou,tr2
53125,Landivy,tr2
53126,Larchamp,tr2
53127,Lassay-les-Châteaux,tr2
53128,Laubrières,tr1
53129,Launay-Villiers,tr2
53130,Laval,tr5
53131,Lesbois,tr2
53132,Levaré,tr1
53133,Lignières-Orgères,tr1
53134,Livet,tr2
53135,Livré-la-Touche,tr2
53136,La Roche-Neuville,tr2
53137,Loiron-Ruillé,tr4
53139,Loupfougères,tr2
53140,Louverné,tr4
53141,Louvigné,tr4
53142,Madré,tr1
53143,Maisoncelles-du-Maine,tr4
53144,Marcillé-la-Ville,tr2
53145,Marigné-Peuton,tr2
53146,Martigné-sur-Mayenne,tr3
53147,Mayenne,tr5
53148,Mée,tr1
53150,Ménil,tr2
53151,Méral,tr3
53152,Meslay-du-Maine,tr3
53153,Mézangers,tr2
53154,Montaudin,tr2
53155,Montenay,tr2
53156,Montflours,tr4
53157,Montigné-le-Brillant,tr4
53158,Montjean,tr4
53160,Montreuil-Poulay,tr2
53161,Montsûrs,tr3
53162,Moulay,tr5
53163,Neau,tr2
53164,Neuilly-le-Vendin,tr1
53165,Niafles,tr1
53168,Nuillé-sur-Vicoin,tr4
53169,Olivet,tr3
53170,Oisseau,tr2
53172,Origné,tr4
53173,La Pallu,tr1
53174,Parigné-sur-Braye,tr2
53175,Parné-sur-Roc,tr4
53176,Le Pas,tr1
53177,La Pellerine,tr3
53178,Peuton,tr2
53179,Placé,tr1
53180,Pommerieux,tr2
53181,Pontmain,tr2
53182,Port-Brillet,tr3
53184,Préaux,tr1
53185,Pré-en-Pail-Saint-Samson,tr2
53186,Quelaines-Saint-Gault,tr3
53187,Ravigny,tr4
53188,Renazé,tr2
53189,Rennes-en-Grenouilles,tr1
53190,Le Ribay,tr2
53191,La Roë,tr1
53192,La Rouaudière,tr1
53193,Ruillé-Froid-Fonds,tr3
53195,Sacé,tr4
53196,Saint-Aignan-de-Couptrain,tr2
53197,Saint-Aignan-sur-Roë,tr2
53198,Saint-Aubin-du-Désert,tr1
53199,Saint-Aubin-Fosse-Louvain,tr1
53200,Saint-Baudelle,tr5
53201,Saint-Berthevin,tr5
53202,Saint-Berthevin-la-Tannière,tr1
53203,Saint-Brice,tr2
53204,Saint-Calais-du-Désert,tr1
53206,Saint-Charles-la-Forêt,tr3
53208,Saint-Cyr-en-Pail,tr2
53209,Saint-Cyr-le-Gravelais,tr2
53210,Saint-Denis-d'Anjou,tr2
53211,Saint-Denis-de-Gastines,tr2
53212,Saint-Denis-du-Maine,tr3
53213,Saint-Ellier-du-Maine,tr3
